customer_id,cluster,segment_name,recency_days,frequency,monetary_total,tenure_days,distinct_products,spend_ratio_90d,clv,is_churned,churn_probability
13851,0,Declining / Moderate value,105,6,2201.32,496,56,0.0,721.11,False,0.2771067470312118
13848,0,Declining / Moderate value,114,7,3015.0,547,3,0.0,794.72,False,0.2036129057407379
16290,0,Declining / Moderate value,281,4,2069.3,382,85,0.0,282.22,True,0.518360710144043
13795,0,Declining / Moderate value,205,4,836.3,454,23,0.0,229.69,True,0.4531506597995758
16292,0,Declining / Moderate value,197,4,951.51,421,38,0.0,252.72,False,0.4797847986221313
16300,0,Declining / Moderate value,247,3,1392.43,492,190,0.0,364.18,True,0.5355163812637329
16303,0,Declining / Moderate value,150,5,3394.82,448,82,0.0,1043.81,False,0.2211886674165725
13787,0,Declining / Moderate value,181,5,1019.86,511,56,0.0,285.59,False,0.421520721912384
13786,0,Declining / Moderate value,184,6,3358.94,553,80,0.0,786.68,True,0.3256571114063263
13785,0,Declining / Moderate value,245,4,542.49,277,26,0.0,161.81,True,0.6137598514556885
13797,0,Declining / Moderate value,253,3,1179.45,464,71,0.0,316.86,True,0.5355163812637329
16306,0,Declining / Moderate value,30,7,1192.82,251,55,0.0317,436.64,True,0.2224965333938598
16307,0,Declining / Moderate value,246,3,1194.92,394,69,0.0,315.58,True,0.5355163812637329
13781,0,Declining / Moderate value,67,3,778.83,538,56,0.1641,182.6,True,0.4797847986221313
16310,0,Declining / Moderate value,231,2,460.08,459,26,0.0,139.74,True,0.6629733800888061
13778,0,Declining / Moderate value,308,3,945.79,382,27,0.0,178.28,False,0.565748393535614
16314,0,Declining / Moderate value,206,3,1491.4,289,58,0.0,543.62,True,0.4331237733364105
16317,0,Declining / Moderate value,114,3,1421.62,401,69,0.0,510.02,False,0.4208928406238555
13770,0,Declining / Moderate value,239,4,785.37,547,48,0.0,195.08,True,0.5355163812637329
16321,0,Declining / Moderate value,122,5,454.55,555,14,0.0,91.52,False,0.4797847986221313
13783,0,Declining / Moderate value,304,4,1542.09,490,4,0.0,289.03,True,0.5355163812637329
16287,0,Declining / Moderate value,193,4,864.48,506,18,0.0,225.97,False,0.4531506597995758
13799,0,Declining / Moderate value,111,8,2456.41,461,52,0.0,733.42,False,0.1849092006683349
13800,0,Declining / Moderate value,126,3,1679.56,553,73,0.0,446.52,True,0.4571237683296204
16233,0,Declining / Moderate value,146,8,1755.53,554,37,0.0,432.28,False,0.3167978703975677
16246,0,Declining / Moderate value,276,2,827.25,486,79,0.0,307.93,True,0.6189089059829712
13838,0,Declining / Moderate value,186,7,1512.47,396,242,0.0,525.86,False,0.3626023232936859
16254,0,Declining / Moderate value,195,3,985.14,449,65,0.0,341.28,True,0.4797847986221313
16259,0,Declining / Moderate value,227,3,361.94,422,75,0.0,112.77,True,0.6189089059829712
16264,0,Declining / Moderate value,255,2,837.53,263,62,0.0,148.74,True,0.6105547189712525
13823,0,Declining / Moderate value,197,5,2445.79,541,91,0.0,641.99,False,0.3336571097373962
16271,0,Declining / Moderate value,175,5,2152.0,459,121,0.0,528.82,False,0.2328669041395187
13820,0,Declining / Moderate value,235,3,660.65,497,68,0.0,163.18,True,0.5695945501327515
13819,0,Declining / Moderate value,118,6,2642.35,555,47,0.0,639.14,True,0.3256571114063263
16276,0,Declining / Moderate value,296,2,1818.79,424,16,0.0,367.43,False,0.5609864950180053
13815,0,Declining / Moderate value,135,5,3992.39,482,150,0.0,1193.56,False,0.2328669041395187
16279,0,Declining / Moderate value,202,6,4195.5,413,165,0.0,1174.21,False,0.2965662062168121
13813,0,Declining / Moderate value,344,4,1218.61,550,49,0.0,233.58,False,0.5355163812637329
16281,0,Declining / Moderate value,240,2,1361.96,499,19,0.0,275.29,False,0.6157037734985351
13809,0,Declining / Moderate value,122,3,679.7,277,23,0.0,354.5,True,0.4771506547927856
13807,0,Declining / Moderate value,184,3,534.8,552,24,0.0,157.73,True,0.5557145953178406
13804,0,Declining / Moderate value,106,3,1296.36,253,69,0.0,521.28,False,0.3538887739181519
16282,0,Declining / Moderate value,156,3,1307.58,535,31,0.0,392.43,True,0.4771506547927856
13849,0,Declining / Moderate value,214,3,1931.35,441,108,0.0,591.45,False,0.4284809172153473
13948,0,Declining / Moderate value,177,4,548.76,552,23,0.0,133.81,True,0.5342952370643616
16129,0,Declining / Moderate value,224,3,1396.05,324,91,0.0,436.58,True,0.4284809172153473
16128,0,Declining / Moderate value,99,7,2309.13,328,102,0.0,956.75,False,0.2211886674165725
14097,0,Declining / Moderate value,298,2,422.86,462,39,0.0,138.52,True,0.6726304650306701
15944,0,Declining / Moderate value,93,4,2164.24,543,25,0.0,553.5,True,0.4025745213031769
15945,0,Declining / Moderate value,182,4,827.27,555,24,0.0,234.24,True,0.5269871115684509
15946,0,Declining / Moderate value,319,3,2304.18,450,25,0.0,516.47,True,0.5305713415145874
14087,0,Declining / Moderate value,221,2,651.8,552,126,0.0,186.16,False,0.5920506715774536
15957,0,Declining / Moderate value,237,2,501.21,237,88,0.0,201.68,False,0.6319721579551697
15958,0,Declining / Moderate value,220,3,388.64,367,45,0.0,143.03,False,0.5920506715774536
15965,0,Declining / Moderate value,184,10,2323.64,553,144,0.0,564.45,False,0.2535876214504242
15934,0,Declining / Moderate value,234,2,2190.66,246,29,0.0,342.7,True,0.5355163812637329
14080,0,Declining / Moderate value,230,4,1070.08,554,70,0.0,266.2,False,0.5355163812637329
15972,0,Declining / Moderate value,273,5,1810.27,417,104,0.0,321.35,True,0.4619146525859833
15978,0,Declining / Moderate value,249,2,2180.64,461,72,0.0,775.84,False,0.5269871115684509
14068,0,Declining / Moderate value,137,4,1528.37,494,93,0.0,389.37,True,0.4331237733364105
14065,0,Declining / Moderate value,206,3,891.02,248,42,0.0,276.0,True,0.4771506547927856
15983,0,Declining / Moderate value,177,7,3632.07,550,117,0.0,972.03,False,0.2328669041395187
14061,0,Declining / Moderate value,324,3,917.43,555,17,0.0,171.62,True,0.6157037734985351
15989,0,Declining / Moderate value,192,2,372.51,554,81,0.0,106.32,True,0.6478933215141296
15990,0,Declining / Moderate value,104,6,1619.31,466,95,0.0,523.94,False,0.3538887739181519
15970,0,Declining / Moderate value,120,2,1017.32,415,19,0.0,187.25,True,0.5971756696701049
14104,0,Declining / Moderate value,206,3,552.37,377,99,0.0,185.28,False,0.5134156703948974
15921,0,Declining / Moderate value,213,3,456.43,457,51,0.0,148.61,False,0.5695945501327515
15920,0,Declining / Moderate value,241,5,404.14,542,42,0.0,92.43,False,0.5329331278800964
15881,0,Declining / Moderate value,129,5,501.39,181,26,0.0,305.2,True,0.4771506547927856
14147,0,Declining / Moderate value,102,8,2289.6,457,23,0.0,763.85,False,0.1849092006683349
15885,0,Declining / Moderate value,200,12,1572.47,504,68,0.0,226.7,False,0.4208928406238555
15886,0,Declining / Moderate value,233,3,871.78,415,47,0.0,311.93,False,0.5882045149803161
14142,0,Declining / Moderate value,190,2,983.15,463,42,0.0,322.9,True,0.5735206723213195
14139,0,Declining / Moderate value,307,3,670.98,359,29,0.0,89.83,False,0.565748393535614
14136,0,Declining / Moderate value,217,5,1570.81,548,86,0.0,383.66,True,0.4168778657913208
15887,0,Declining / Moderate value,223,3,1027.15,372,27,0.0,264.31,True,0.5333899140357972
15889,0,Declining / Moderate value,186,7,1649.28,546,236,0.0,392.69,False,0.3889206409454345
14133,0,Declining / Moderate value,132,2,623.5,550,24,0.0,149.53,False,0.6151273608207702
15890,0,Declining / Moderate value,211,5,535.65,421,10,0.0,121.11,True,0.5355163812637329
14130,0,Declining / Moderate value,136,4,1882.67,545,189,0.0,525.0,True,0.4065809249877929
15900,0,Declining / Moderate value,230,3,549.29,379,68,0.0,183.65,False,0.5355163812637329
14122,0,Declining / Moderate value,223,3,362.42,554,12,0.0,99.54,True,0.6179974913597107
15908,0,Declining / Moderate value,307,2,764.57,329,37,0.0,248.15,True,0.6609565734863281
14115,0,Declining / Moderate value,318,2,622.67,483,22,0.0,224.7,True,0.6609565734863281
14114,0,Declining / Moderate value,90,7,1364.09,423,72,0.0,414.63,True,0.3256571114063263
14113,0,Declining / Moderate value,171,13,5685.69,548,58,0.0,1197.23,False,0.2036129057407379
15917,0,Declining / Moderate value,64,5,560.63,554,127,0.2196,160.88,True,0.4168778657913208
15992,0,Declining / Moderate value,213,2,854.61,270,51,0.0,363.53,False,0.565748393535614
15994,0,Declining / Moderate value,228,2,775.11,452,69,0.0,192.53,False,0.6047326803207398
16003,0,Declining / Moderate value,176,6,4059.46,553,102,0.0,1152.58,False,0.2771067470312118
14048,0,Declining / Moderate value,122,3,748.69,199,126,0.0,405.8,True,0.4331237733364105
16075,0,Declining / Moderate value,319,2,736.93,381,41,0.0,123.69,True,0.6657952785491943
16083,0,Declining / Moderate value,177,3,1371.78,205,51,0.0,366.04,False,0.3626023232936859
16087,0,Declining / Moderate value,206,5,1739.92,506,6,0.0,448.9,True,0.4284809172153473
13982,0,Declining / Moderate value,143,7,3477.58,505,96,0.0,856.77,False,0.2036129057407379
13980,0,Declining / Moderate value,256,4,599.78,473,47,0.0,127.53,False,0.5570653915405274
13979,0,Declining / Moderate value,210,6,2540.06,553,308,0.0,707.23,False,0.3382697284221649
16101,0,Declining / Moderate value,251,3,1938.46,378,94,0.0,457.27,False,0.4531506597995758
16104,0,Declining / Moderate value,235,8,2476.25,550,162,0.0,441.84,False,0.4284809172153473
16108,0,Declining / Moderate value,251,3,1393.42,448,79,0.0,416.53,False,0.5355163812637329
13965,0,Declining / Moderate value,293,3,996.61,520,23,0.0,140.96,True,0.6157037734985351
16119,0,Declining / Moderate value,211,6,1297.45,540,31,0.0,323.43,False,0.4613589584827423
13963,0,Declining / Moderate value,125,17,3011.87,414,129,0.0,595.56,True,0.193242534995079
16120,0,Declining / Moderate value,239,2,1747.77,239,60,0.0,698.78,False,0.5355163812637329
13959,0,Declining / Moderate value,98,5,815.42,328,75,0.0,389.82,False,0.3626023232936859
13958,0,Declining / Moderate value,196,8,4709.23,551,172,0.0,1201.46,True,0.2563860297203064
13957,0,Declining / Moderate value,234,3,458.25,475,21,0.0,141.11,True,0.5914102673530579
16122,0,Declining / Moderate value,149,4,566.76,242,20,0.0,256.69,False,0.4771506547927856
16124,0,Declining / Moderate value,134,4,1772.49,549,63,0.0,449.27,True,0.4208928406238555
16125,0,Declining / Moderate value,184,14,4587.65,542,168,0.0,653.23,True,0.2360118597745895
16071,0,Declining / Moderate value,344,3,750.56,472,47,0.0,143.32,False,0.6105547189712525
13764,0,Declining / Moderate value,154,4,1923.44,459,195,0.0,418.8,False,0.3462697267532348
16065,0,Declining / Moderate value,182,8,2382.62,280,214,0.0,549.64,True,0.2535876214504242
16054,0,Declining / Moderate value,235,3,1327.98,434,49,0.0,358.18,False,0.5245869994163513
16004,0,Declining / Moderate value,291,5,2146.39,500,63,0.0,489.67,True,0.4771506547927856
14043,0,Declining / Moderate value,308,2,304.25,546,37,0.0,62.64,True,0.6726304650306701
16012,0,Declining / Moderate value,218,2,1574.5,346,138,0.0,366.57,False,0.4797847986221313
14037,0,Declining / Moderate value,181,5,801.55,549,95,0.0,186.29,False,0.411163580417633
16014,0,Declining / Moderate value,108,3,730.82,494,168,0.0,197.55,False,0.4331237733364105
16017,0,Declining / Moderate value,234,4,1341.95,520,81,0.0,249.46,False,0.5243645250797272
14026,0,Declining / Moderate value,287,2,713.11,442,43,0.0,160.81,True,0.6391617059707642
14025,0,Declining / Moderate value,281,8,4057.9,400,60,0.0,109.71,True,0.4208928406238555
16021,0,Declining / Moderate value,212,2,532.25,361,117,0.0,232.14,True,0.6047326803207398
16032,0,Declining / Moderate value,273,6,1970.45,340,130,0.0,79.25,True,0.4794568717479706
16036,0,Declining / Moderate value,80,3,1986.65,437,88,0.095,524.15,False,0.3538887739181519
14014,0,Declining / Moderate value,193,2,1443.03,393,37,0.0,673.39,False,0.49859818816185
14013,0,Declining / Moderate value,92,3,730.05,440,35,0.0,256.16,False,0.482459419965744
16039,0,Declining / Moderate value,240,2,456.4,445,27,0.0,163.22,True,0.6609565734863281
16042,0,Declining / Moderate value,149,4,1092.8,270,50,0.0,280.63,False,0.40034921169281
16048,0,Declining / Moderate value,190,4,1075.23,366,30,0.0,422.93,True,0.4797847986221313
14004,0,Declining / Moderate value,105,5,2575.83,252,69,0.0,1194.1,False,0.2229610472917556
16049,0,Declining / Moderate value,192,3,787.89,333,175,0.0,284.56,False,0.4557848036289215
16053,0,Declining / Moderate value,230,4,2122.89,427,101,0.0,616.64,False,0.4168778657913208
13998,0,Declining / Moderate value,263,3,566.7,393,30,0.0,121.96,True,0.5862612128257751
13763,0,Declining / Moderate value,234,2,3502.48,252,35,0.0,187.34,False,0.5145997881889344
13761,0,Declining / Moderate value,319,4,881.52,473,50,0.0,186.09,False,0.5281712293624878
13760,0,Declining / Moderate value,73,4,1211.94,410,80,0.1115,411.41,False,0.4035755038261414
13540,0,Declining / Moderate value,284,3,632.39,472,26,0.0,126.92,True,0.6527320265769958
16693,0,Declining / Moderate value,88,4,875.01,473,117,0.1801,261.48,False,0.3889206409454345
16699,0,Declining / Moderate value,197,7,994.6,552,51,0.0,241.34,True,0.4771506547927856
16702,0,Declining / Moderate value,232,4,1109.53,549,83,0.0,283.75,True,0.5355163812637329
16707,0,Declining / Moderate value,217,4,551.11,457,64,0.0,135.03,True,0.5245869994163513
16711,0,Declining / Moderate value,119,6,1816.25,554,11,0.0,468.39,False,0.4284809172153473
16714,0,Declining / Moderate value,134,3,1514.8,487,94,0.0,580.96,True,0.4907220959663391
16716,0,Declining / Moderate value,83,3,2149.68,447,7,0.0776,408.0,True,0.4284809172153473
16679,0,Declining / Moderate value,183,3,793.06,364,15,0.0,299.09,True,0.5355163812637329
13514,0,Declining / Moderate value,245,3,663.7,499,13,0.0,121.11,False,0.5824150562286377
16717,0,Declining / Moderate value,183,9,3435.1,549,141,0.0,878.14,False,0.215291142463684
16718,0,Declining / Moderate value,186,5,3647.53,550,123,0.0,936.93,True,0.3256571114063263
16720,0,Declining / Moderate value,193,2,448.24,539,106,0.0,129.2,False,0.6189089059829712
13506,0,Declining / Moderate value,133,5,1639.2,277,55,0.0,627.28,True,0.2771067470312118
13503,0,Declining / Moderate value,296,4,1607.34,478,147,0.0,235.8,False,0.4820705235004425
13502,0,Declining / Moderate value,91,4,677.66,365,20,0.0,184.57,False,0.4168778657913208
13501,0,Declining / Moderate value,105,3,2885.11,387,90,0.0,1145.91,True,0.3268102675676346
16723,0,Declining / Moderate value,260,2,712.48,552,72,0.0,112.38,False,0.6079378128051758
13513,0,Declining / Moderate value,258,2,619.49,472,24,0.0,157.63,False,0.6657952785491943
13542,0,Declining / Moderate value,193,17,4006.17,546,98,0.0,307.14,True,0.2973384112119674
16677,0,Declining / Moderate value,228,2,880.62,469,45,0.0,308.46,True,0.6189089059829712
13545,0,Declining / Moderate value,207,2,374.64,361,54,0.0,156.09,True,0.6657952785491943
16601,0,Declining / Moderate value,207,2,439.45,440,38,0.0,200.27,False,0.6499101281166076
16608,0,Declining / Moderate value,270,2,1288.72,480,94,0.0,284.84,True,0.6047326803207398
13579,0,Declining / Moderate value,186,4,1236.7,476,62,0.0,316.22,False,0.4797847986221313
16614,0,Declining / Moderate value,219,2,673.6,395,20,0.0,217.61,False,0.6119222283363343
13573,0,Declining / Moderate value,70,5,652.39,454,53,0.0487,238.69,False,0.3706023216247558
16620,0,Declining / Moderate value,77,5,1675.73,555,74,0.0571,284.8,False,0.2826785266399383
16623,0,Declining / Moderate value,62,4,1015.24,409,44,0.1275,357.35,True,0.4092897891998291
16625,0,Declining / Moderate value,91,5,1654.03,360,82,0.0,651.45,True,0.2535876214504242
13569,0,Declining / Moderate value,184,3,638.35,245,103,0.0,226.48,False,0.4797847986221313
13567,0,Declining / Moderate value,245,4,1083.69,358,180,0.0,282.7,True,0.5174649357795715
13566,0,Declining / Moderate value,251,3,829.56,456,158,0.0,212.32,False,0.5305713415145874
16631,0,Declining / Moderate value,298,7,1892.52,468,46,0.0,223.96,True,0.5060705184936524
16636,0,Declining / Moderate value,255,4,3802.04,463,62,0.0,814.75,True,0.4531506597995758
16650,0,Declining / Moderate value,237,6,1397.69,336,53,0.0,178.63,False,0.4531506597995758
13554,0,Declining / Moderate value,197,7,1638.28,263,156,0.0,249.35,True,0.3866349279880524
16658,0,Declining / Moderate value,185,5,804.07,436,48,0.0,246.88,True,0.4512350022792816
16660,0,Declining / Moderate value,27,5,996.26,511,10,0.1021,310.27,False,0.3882626056671142
16661,0,Declining / Moderate value,357,4,986.63,539,50,0.0,156.35,True,0.603021764755249
16668,0,Declining / Moderate value,31,9,678.28,448,27,0.1059,208.54,False,0.2243336230516433
16725,0,Declining / Moderate value,119,13,1880.66,543,241,0.0,483.38,True,0.3264293164014816
13497,0,Declining / Moderate value,99,6,1320.33,486,52,0.0,395.46,True,0.3946349263191223
16727,0,Declining / Moderate value,181,4,1437.42,505,158,0.0,315.08,True,0.4331237733364105
16732,0,Declining / Moderate value,220,3,3783.89,548,177,0.0,1061.53,False,0.423115062713623
13433,0,Declining / Moderate value,318,4,658.32,513,22,0.0,148.93,True,0.6105547189712525
13431,0,Declining / Moderate value,223,6,2047.14,476,74,0.0,558.2,False,0.3753381311893463
16795,0,Declining / Moderate value,182,3,2492.39,500,306,0.0,733.65,True,0.4208928406238555
16797,0,Declining / Moderate value,210,5,1827.77,554,289,0.0,500.22,True,0.4092897891998291
16805,0,Declining / Moderate value,177,3,836.42,542,180,0.0,210.29,False,0.4455625832080841
13425,0,Declining / Moderate value,111,3,2180.99,396,96,0.0,660.84,False,0.3538887739181519
13421,0,Declining / Moderate value,107,7,3066.58,480,156,0.0,830.06,False,0.190279571712017
16812,0,Declining / Moderate value,177,4,2392.0,199,98,0.0,432.57,True,0.3538887739181519
13415,0,Declining / Moderate value,289,4,800.67,545,85,0.0,108.68,True,0.5355163812637329
13414,0,Declining / Moderate value,113,4,1493.64,420,27,0.0,549.15,False,0.3598934590816497
16827,0,Declining / Moderate value,210,5,387.18,406,9,0.0,119.85,True,0.5355163812637329
16830,0,Declining / Moderate value,259,3,881.59,543,47,0.0,203.72,False,0.5752675056457519
16835,0,Declining / Moderate value,190,5,1439.31,386,54,0.0,428.72,False,0.4084601998329162
13402,0,Declining / Moderate value,189,3,1222.18,381,43,0.0,440.47,False,0.4771506547927856
16836,0,Declining / Moderate value,223,2,530.5,391,31,0.0,178.67,False,0.6189089059829712
16848,0,Declining / Moderate value,193,3,1130.2,249,64,0.0,283.6,False,0.5196419596672058
16854,0,Declining / Moderate value,234,2,1408.96,457,72,0.0,64.52,True,0.5609864950180053
16858,0,Declining / Moderate value,185,10,4668.28,541,75,0.0,1075.95,True,0.2360118597745895
16860,0,Declining / Moderate value,269,3,1610.62,479,35,0.0,401.03,True,0.5439133286476135
13434,0,Declining / Moderate value,202,3,1132.62,472,14,0.0,321.7,False,0.5355163812637329
13584,0,Declining / Moderate value,123,3,392.45,492,74,0.0,163.75,True,0.4907220959663391
16794,0,Declining / Moderate value,197,5,868.2,441,151,0.0,221.99,False,0.421520721912384
13440,0,Declining / Moderate value,240,7,1295.25,268,49,0.0,21.38,True,0.4933562397956848
16736,0,Declining / Moderate value,322,5,2956.56,553,116,0.0,370.4,True,0.4331237733364105
16742,0,Declining / Moderate value,309,13,2387.71,540,50,0.0,11.75,False,0.4331237733364105
13480,0,Declining / Moderate value,233,2,627.82,496,40,0.0,68.34,True,0.6079378128051758
13478,0,Declining / Moderate value,286,5,2215.78,494,114,0.0,538.6,True,0.4331237733364105
13476,0,Declining / Moderate value,98,4,1550.6,461,61,0.0,527.72,False,0.4284809172153473
13473,0,Declining / Moderate value,149,7,2476.38,541,56,0.0,659.06,False,0.3167978703975677
16772,0,Declining / Moderate value,240,3,3723.55,538,54,0.0,999.99,True,0.5319321513175964
13465,0,Declining / Moderate value,263,2,931.12,403,34,0.0,170.98,True,0.6189089059829712
13464,0,Declining / Moderate value,211,5,2422.96,435,95,0.0,793.25,False,0.3458887755870819
13462,0,Declining / Moderate value,69,5,1153.85,542,64,0.1313,334.71,True,0.3937923192977905
13461,0,Declining / Moderate value,224,3,2715.0,414,25,0.0,1007.36,False,0.4225921511650085
16774,0,Declining / Moderate value,240,4,932.93,478,60,0.0,197.66,False,0.5258154511451721
13455,0,Declining / Moderate value,183,5,2540.53,547,70,0.0,707.1,False,0.3565976381301879
16781,0,Declining / Moderate value,189,2,934.25,486,36,0.0,310.7,True,0.6151273608207702
16784,0,Declining / Moderate value,193,4,788.93,438,137,0.0,225.57,False,0.4331237733364105
13446,0,Declining / Moderate value,247,11,3881.89,480,113,0.0,195.76,True,0.4084601998329162
13444,0,Declining / Moderate value,191,2,631.68,323,51,0.0,330.33,True,0.6043797969818115
13443,0,Declining / Moderate value,265,6,1276.37,494,175,0.0,241.74,True,0.5110155582427979
16787,0,Declining / Moderate value,214,4,1035.43,515,102,0.0,270.52,True,0.4771506547927856
16792,0,Declining / Moderate value,99,5,623.46,521,90,0.0,152.77,True,0.3889206409454345
15879,0,Declining / Moderate value,221,4,1157.3,539,171,0.0,334.86,True,0.4797847986221313
13585,0,Declining / Moderate value,347,3,684.54,555,29,0.0,201.23,True,0.5743089079856872
16596,0,Declining / Moderate value,183,3,450.13,546,17,0.0,132.96,False,0.5695945501327515
16406,0,Declining / Moderate value,267,2,389.61,470,85,0.0,89.01,False,0.6527320265769958
13713,0,Declining / Moderate value,225,3,743.26,400,70,0.0,215.85,True,0.5110155582427979
16411,0,Declining / Moderate value,186,3,827.04,245,119,0.0,268.54,False,0.4331237733364105
16412,0,Declining / Moderate value,210,4,495.4,490,72,0.0,143.71,False,0.5319321513175964
16414,0,Declining / Moderate value,97,4,484.26,511,56,0.0,134.51,False,0.5060705184936524
13709,0,Declining / Moderate value,132,6,1738.4,514,90,0.0,494.42,False,0.2771067470312118
16416,0,Declining / Moderate value,207,6,1921.48,471,92,0.0,428.36,False,0.348978590965271
16419,0,Declining / Moderate value,92,4,1032.12,485,48,0.0,314.49,False,0.4571237683296204
16400,0,Declining / Moderate value,212,8,2855.51,548,187,0.0,573.47,False,0.2535876214504242
13706,0,Declining / Moderate value,119,2,631.17,443,38,0.0,186.78,True,0.6079378128051758
16428,0,Declining / Moderate value,230,3,660.28,314,121,0.0,152.84,True,0.5355163812637329
16430,0,Declining / Moderate value,198,5,802.09,498,16,0.0,231.64,False,0.4797847986221313
13696,0,Declining / Moderate value,238,3,2020.4,483,24,0.0,653.44,True,0.5319321513175964
16435,0,Declining / Moderate value,329,3,1011.57,331,119,0.0,205.49,True,0.5574468493461608
16441,0,Declining / Moderate value,108,4,858.28,444,59,0.0,264.01,False,0.4284809172153473
13693,0,Declining / Moderate value,191,9,2011.82,549,78,0.0,470.15,True,0.348597639799118
16445,0,Declining / Moderate value,203,3,372.22,228,93,0.0,150.99,False,0.565748393535614
13687,0,Declining / Moderate value,255,1,11880.84,255,45,0.0,4518.47,True,0.5743089079856872
13705,0,Declining / Moderate value,190,5,1641.61,441,43,0.0,497.06,False,0.3626023232936859
16391,0,Declining / Moderate value,217,4,1100.21,378,260,0.0,362.31,True,0.4531506597995758
16390,0,Declining / Moderate value,353,3,467.5,496,16,0.0,81.01,True,0.6391617059707642
16387,0,Declining / Moderate value,139,5,918.55,455,68,0.0,295.85,True,0.4284809172153473
16329,0,Declining / Moderate value,244,4,1703.07,555,83,0.0,441.85,True,0.5219449400901794
16330,0,Declining / Moderate value,241,4,382.42,479,71,0.0,129.89,False,0.603021764755249
