customer_id,churn_probability,is_churned,frequency,recency,T,monetary_value,expected_purchases,expected_value_per_purchase,value_source,clv,retention_priority_score,segment
17107,0.12829545736312867,False,5.0,469.0,494.0,1552.882,1.7927073868713557,1558.4926620853255,gamma_gamma_conditional_expectation,2793.92,358.45,Low risk / High value
12687,0.5715378522872925,True,0.0,0.0,297.0,0.0,0.3371732540665695,1858.91,own_observed_transaction (Gamma-Gamma unstable at frequency=0),626.77,358.22,High risk / High value
13270,0.6228933215141297,True,0.0,0.0,183.0,0.0,0.4873325790692348,1180.0,own_observed_transaction (Gamma-Gamma unstable at frequency=0),575.05,358.19,High risk / High value
15221,0.43575791716575624,True,3.0,271.0,454.0,714.0333333333333,1.1324972253295718,720.4619638542749,gamma_gamma_conditional_expectation,815.92,355.54,Low risk / High value
15104,0.31679787039756774,True,1.0,86.0,99.0,652.8,1.6652895965823573,671.5744336226046,gamma_gamma_conditional_expectation,1118.37,354.3,Low risk / High value
15299,0.19324253499507904,False,4.0,433.0,513.0,1297.005,1.4035828253781393,1303.351009050642,gamma_gamma_conditional_expectation,1829.36,353.51,Low risk / High value
15061,0.010793289542198181,False,55.0,554.0,555.0,2023.432909090909,16.159337549438582,2024.0315226472492,gamma_gamma_conditional_expectation,32707.01,353.02,Low risk / High value
14105,0.19324253499507904,True,4.0,482.0,538.0,1335.6325000000002,1.3571360533601289,1342.0798035390442,gamma_gamma_conditional_expectation,1821.38,351.97,Low risk / High value
15676,0.5427154898643494,False,0.0,0.0,100.0,0.0,0.7222734646261884,897.8,own_observed_transaction (Gamma-Gamma unstable at frequency=0),648.46,351.93,High risk / High value
13124,0.16362879127264024,False,2.0,133.0,202.0,1287.06,1.6471636294104663,1299.7330929077882,gamma_gamma_conditional_expectation,2140.87,350.31,Low risk / High value
13341,0.5405466914176941,True,0.0,0.0,77.0,0.0,0.8340852754935126,775.85,own_observed_transaction (Gamma-Gamma unstable at frequency=0),647.13,349.8,High risk / High value
16279,0.2965662062168121,False,5.0,211.0,413.0,742.1360000000001,1.5739155279632382,746.0467114825203,gamma_gamma_conditional_expectation,1174.21,348.23,Low risk / High value
13696,0.5319321513175964,True,2.0,245.0,483.0,857.2,0.7531507239266138,867.6126860908555,gamma_gamma_conditional_expectation,653.44,347.59,High risk / High value
15817,0.4331237733364105,True,2.0,123.0,360.0,930.0749999999999,0.8527053506493348,940.8708972451475,gamma_gamma_conditional_expectation,802.29,347.49,Low risk / High value
13334,0.20070673525333405,False,3.0,462.0,469.0,1422.3833333333332,1.2079264133678251,1431.2908446205447,gamma_gamma_conditional_expectation,1728.89,347.0,Low risk / High value
12424,0.5365681767463684,False,1.0,126.0,365.0,1132.53,0.5576132616973541,1156.3763980471495,gamma_gamma_conditional_expectation,644.81,345.98,High risk / High value
15108,0.3458887755870819,False,1.0,40.0,44.0,387.05,2.475086876280703,403.0147812226655,gamma_gamma_conditional_expectation,997.5,345.02,Low risk / High value
14544,0.4284809172153473,False,1.0,109.0,287.0,1121.92,0.7021980776470008,1145.654223401944,gamma_gamma_conditional_expectation,804.48,344.7,Low risk / High value
12666,0.6273078441619873,True,0.0,0.0,211.0,0.0,0.43924082417396304,1248.42,own_observed_transaction (Gamma-Gamma unstable at frequency=0),548.36,343.99,High risk / High value
16682,0.39552911520004275,False,0.0,0.0,4.0,0.0,1.6512608657716208,525.5,own_observed_transaction (Gamma-Gamma unstable at frequency=0),867.74,343.22,Low risk / High value
12615,0.4035755038261414,False,2.0,218.0,448.0,1057.155,0.795758561496741,1068.6191438796234,gamma_gamma_conditional_expectation,850.36,343.18,Low risk / High value
15050,0.5281712293624878,False,1.0,59.0,297.0,1070.21,0.5941418625157208,1093.3975173789868,gamma_gamma_conditional_expectation,649.63,343.12,High risk / High value
